,prob_0,prob_1,Class_0,Class_1,Gender,Race,Hispanic,Age,Income,Residence,Child,Assisted_Living,State,Vaccine,Chronic,Vulnerable_contact,Health_Insurance,News,Political,Self_employed,Remote,Education,Pregnant,Vehicle
20,1.0,1.0453092577112031e-285,1.0,0.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Virginia,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
21,1.6040497065149326e-44,1.0,0.0,1.0,Male,Black or African American,No,35-49,"< $35,000",Urban,Yes,Yes,Georgia,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,Yes,No
22,1.0,0.0,1.0,0.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,Yes,,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,Yes,Postgraduate degree,No,Yes
23,1.0,3.890096126651842e-270,1.0,0.0,Female,White,No,50-64,"$75,000 - 150,000",Rural,No,No,Arkansas,No,No,Yes,Yes,Do not read/listen/watch the news,Republican,Yes,Yes,Postgraduate degree,No,Yes
24,1.1189220804086574e-169,1.0,0.0,1.0,Female,White,No,35-49,"$35,000 - 75,000",Suburban,No,No,Alabama,Yes,No,No,Yes,TV (including cable),Democrat,Yes,Yes,Undergraduate degree,No,Yes
25,4.9391498534731376e-51,1.0,0.0,1.0,Female,White,No,25-34,"$35,000 - 75,000",Suburban,Yes,No,South Carolina,Yes,Yes,No,Yes,TV (including cable),Democrat,No,No,Undergraduate degree,No,Yes
26,1.1433334232909683e-32,1.0,0.0,1.0,Female,White,No,≥ 65,"> $150,000",Suburban,No,No,Florida,No,No,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
27,1.0140008451057636e-87,1.0,0.0,1.0,Female,Black or African American,No,18-24,"$75,000 - 150,000",Suburban,Yes,No,Virginia,Yes,No,No,Yes,TV (including cable),Independent,Yes,Yes,Postgraduate degree,No,Yes
28,1.50933431127351e-56,1.0,0.0,1.0,Male,White,No,25-34,"$35,000 - 75,000",Urban,No,No,Washington,No,No,No,Yes,TV (including cable),Republican,No,No,High school or GED,No,No
29,1.0,6.0751862134988e-149,1.0,0.0,Male,White,No,25-34,"$75,000 - 150,000",Suburban,Yes,No,Pennsylvania,No,No,No,Yes,TV (including cable),Republican,No,No,Associate’s degree,No,Yes
30,4.4873431982754606e-72,1.0,0.0,1.0,Male,White,No,50-64,"$75,000 - 150,000",Urban,Yes,Yes,Florida,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,Yes,Yes
31,1.0,8.740478242476279e-282,1.0,0.0,Male,White,No,50-64,"$75,000 - 150,000",Suburban,Yes,No,California,Yes,Yes,Yes,Yes,Other,Democrat,No,Yes,Postgraduate degree,No,Yes
32,4.2014087052775866e-101,1.0,0.0,1.0,Male,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,California,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
33,1.3843291037983588e-28,1.0,0.0,1.0,Male,White,Yes,50-64,"$75,000 - 150,000",Suburban,Yes,No,Florida,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,Yes,High school or GED,No,Yes
34,4.329785601211086e-71,1.0,0.0,1.0,Male,American Indian or Native American or Alaskan Native,,18-24,"$75,000 - 150,000",Suburban,No,Yes,Utah,No,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,Yes,Yes,Undergraduate degree,No,No
35,1.0,3.383358655096834e-210,1.0,0.0,Female,Black or African American,No,35-49,"< $35,000",Urban,No,No,South Carolina,Yes,No,No,Yes,TV (including cable),Independent,No,No,Some college credits,No,Yes
36,0.9999999999998508,1.4776573425502993e-13,1.0,0.0,Male,White,No,≥ 65,"< $35,000",Suburban,No,No,California,Yes,No,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
37,3.159330933324713e-34,1.0,0.0,1.0,Male,Black or African American,No,18-24,"< $35,000",Urban,No,No,Texas,No,No,No,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,No,High school or GED,No,No
38,1.0,6.72998437277131e-240,1.0,0.0,Female,White,No,≥ 65,"< $35,000",Suburban,No,No,Texas,Yes,No,No,Yes,Other,Republican,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
39,6.601778314094915e-116,1.0,0.0,1.0,Male,Black or African American,No,35-49,"< $35,000",Urban,No,No,Virginia,Yes,No,No,Yes,Do not read/listen/watch the news,Democrat,No,No,High school or GED,No,No
40,1.0,4.625937177784689e-99,1.0,0.0,Female,White,No,50-64,"< $35,000",Suburban,Yes,No,Michigan,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,"NA (studying, retired, not in paid employment)",Some college credits,No,No
41,1.0,1.1882887325427322e-281,1.0,0.0,Male,White,No,50-64,"< $35,000",Suburban,No,No,Oklahoma,Yes,No,No,Yes,TV (including cable),Independent,No,Yes,High school or GED,No,No
42,1.0,4.0025081927474944e-265,1.0,0.0,Female,White,No,50-64,"< $35,000",Urban,No,No,Nebraska,Yes,No,No,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
43,3.527414900777753e-79,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Rural,No,No,New York,Yes,No,No,Yes,TV (including cable),Republican,No,Yes,Associate’s degree,No,Yes
44,1.0,3.398372553907794e-80,1.0,0.0,Female,White,No,50-64,"< $35,000",Suburban,Yes,No,Texas,Yes,No,No,Yes,News apps or websites,Democrat,No,Yes,Undergraduate degree,No,Yes
45,1.0,3.0047348426125105e-23,1.0,0.0,Male,White,No,≥ 65,"$75,000 - 150,000",Rural,No,No,Minnesota,Yes,No,Yes,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
46,1.2457960629034534e-109,1.0,0.0,1.0,Female,Black or African American,No,≥ 65,"< $35,000",Urban,No,No,Michigan,Yes,No,No,No,News apps or websites,Democrat,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
47,8.16851157869179e-41,1.0,0.0,1.0,Male,Black or African American,No,50-64,"$35,000 - 75,000",Urban,No,No,Texas,Yes,No,No,Yes,TV (including cable),Democrat,No,Yes,Associate’s degree,No,Yes
48,1.0,4.5784196479318126e-60,1.0,0.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Suburban,No,No,Alabama,Yes,Yes,No,Yes,TV (including cable),Republican,No,Yes,"1 or more years of college credit, no degree",No,Yes
49,5.537993591689452e-68,1.0,0.0,1.0,Female,White,No,50-64,"$35,000 - 75,000",Rural,No,Yes,Virginia,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Associate’s degree,Yes,Yes
50,1.0,4.331621795075789e-233,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Rural,No,No,North Caroline,Yes,Yes,No,Yes,Do not read/listen/watch the news,Republican,No,No,"1 or more years of college credit, no degree",No,No
51,1.0,5.516847738833848e-39,1.0,0.0,Male,White,No,≥ 65,"< $35,000",Suburban,No,No,Nevada,Yes,No,No,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
52,4.457943781634096e-92,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Pennsylvania,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Postgraduate degree,No,Yes
53,2.495715997918587e-27,1.0,0.0,1.0,Female,"Black or African American,White",No,25-34,"< $35,000",Rural,No,No,Oregon,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,Some college credits,No,No
54,1.0,1.7075789756316727e-204,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,Louisiana,No,No,No,Yes,TV (including cable),Republican,No,No,Undergraduate degree,No,Yes
55,3.8752811868939975e-156,1.0,0.0,1.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,No,Arkansas,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
56,1.0,1.495928525851645e-75,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Urban,No,No,South Dakota,No,No,No,Yes,TV (including cable),Republican,No,Yes,"1 or more years of college credit, no degree",No,Yes
57,3.4781809386084384e-63,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Colorado,Yes,No,No,Yes,Other,Republican,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
58,2.7300408909693376e-190,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Connecticut,No,Yes,No,Yes,Do not read/listen/watch the news,Republican,No,"NA (studying, retired, not in paid employment)",High school or GED,No,No
59,1.0,7.757426810125134e-52,1.0,0.0,Male,White,Yes,35-49,"> $150,000",Urban,No,No,South Carolina,Yes,Yes,Yes,Yes,"Print media (newspapers, journals)",Democrat,Yes,No,Undergraduate degree,No,No
60,1.0,7.34865777204576e-52,1.0,0.0,Female,"Black or African American,White",Yes,25-34,"> $150,000",Urban,Yes,Yes,Colorado,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
61,1.0,1.4884963119182184e-86,1.0,0.0,Female,White,No,35-49,"$75,000 - 150,000",Urban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Republican,No,Yes,Undergraduate degree,No,No
62,1.0,4.191232559832193e-228,1.0,0.0,Male,White,No,35-49,"$35,000 - 75,000",Urban,No,No,Texas,No,Yes,Yes,No,Radio or podcasts,Independent,No,No,Undergraduate degree,No,Yes
63,8.782388642981083e-74,1.0,0.0,1.0,Female,Black or African American,Yes,18-24,"$75,000 - 150,000",Urban,Yes,Yes,New York,Yes,No,Yes,Yes,"Print media (newspapers, journals)",Republican,Yes,No,Associate’s degree,Yes,Yes
64,1.0,4.034764294432983e-79,1.0,0.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,Yes,New Mexico,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
65,1.0,3.783854222959754e-150,1.0,0.0,Female,White,No,50-64,"$75,000 - 150,000",Urban,No,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,"1 or more years of college credit, no degree",No,Yes
66,2.4894066880591035e-65,1.0,0.0,1.0,Male,Self-define,Yes,35-49,"> $150,000",Urban,Yes,Yes,Washington,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,No
67,1.0,0.0,1.0,0.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,Yes,Missouri,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,High school or GED,No,Yes
68,1.0,1.001476341563065e-41,1.0,0.0,Female,Asian/Asian American,No,35-49,"$75,000 - 150,000",Suburban,No,No,Texas,Yes,No,No,Yes,TV (including cable),Republican,No,No,Undergraduate degree,No,Yes
69,2.467051671314418e-48,1.0,0.0,1.0,Female,White,No,35-49,"$35,000 - 75,000",Rural,Yes,No,West Virginia,Yes,No,No,Yes,TV (including cable),Republican,No,Yes,Associate’s degree,No,Yes
70,4.431220012945623e-39,1.0,0.0,1.0,Female,White,No,35-49,"$75,000 - 150,000",Suburban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Democrat,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
71,1.180780594132934e-110,1.0,0.0,1.0,Male,"Asian/Asian American,White",No,≥ 65,"$75,000 - 150,000",Suburban,No,No,Colorado,No,No,No,No,Radio or podcasts,Democrat,No,Yes,High school or GED,Yes,No
72,1.0,8.688071562281676e-231,1.0,0.0,Male,Prefer not to answer,Yes,25-34,"$75,000 - 150,000",Urban,No,No,New York,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,Yes,Undergraduate degree,No,Yes
73,1.0,4.362037521652028e-38,1.0,0.0,Male,White,No,25-34,"> $150,000",Urban,Yes,No,Florida,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,No,No
74,1.0,2.2277317281528423e-260,1.0,0.0,Male,Black or African American,Yes,18-24,"< $35,000",Urban,Yes,No,Indiana,Yes,Yes,Yes,No,"Print media (newspapers, journals)",Democrat,Yes,Yes,Some college credits,Yes,Yes
75,2.700001324050181e-63,1.0,0.0,1.0,Female,White,No,50-64,"$75,000 - 150,000",Urban,No,No,Oklahoma,Yes,Yes,Yes,No,News apps or websites,Independent,No,No,"1 or more years of college credit, no degree",No,Yes
76,2.4835730520446345e-137,1.0,0.0,1.0,Female,White,No,35-49,"< $35,000",Suburban,No,No,Indiana,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
77,2.1305411281527642e-116,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Suburban,No,No,Texas,No,No,No,Yes,News apps or websites,Republican,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,No
78,1.0,2.2361850061940707e-199,1.0,0.0,Male,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Colorado,Yes,Yes,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
79,7.407609121815754e-98,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Texas,Yes,No,Yes,Yes,Radio or podcasts,Republican,No,No,Undergraduate degree,No,Yes
80,2.820516975781554e-90,1.0,0.0,1.0,Male,White,No,50-64,"< $35,000",Rural,No,No,Missouri,No,No,No,Yes,"Print media (newspapers, journals)",Republican,No,No,High school or GED,No,Yes
81,7.229555673885573e-186,1.0,0.0,1.0,Female,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,Nevada,Yes,No,No,No,TV (including cable),Republican,Yes,Yes,High school or GED,No,Yes
82,3.1553602378669363e-115,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Suburban,No,No,Texas,No,Yes,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
83,0.11944501259436366,0.8805549874056363,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Georgia,No,No,No,No,TV (including cable),Republican,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
84,9.001333960558502e-56,1.0,0.0,1.0,Female,White,No,50-64,"< $35,000",Rural,No,No,Virginia,No,Yes,No,Yes,Do not read/listen/watch the news,Republican,No,No,High school or GED,No,Yes
85,6.067027158359638e-174,1.0,0.0,1.0,Male,White,No,35-49,"$35,000 - 75,000",Urban,No,No,Texas,Yes,Prefer not to answer,Yes,Yes,TV (including cable),Independent,No,No,Associate’s degree,No,Yes
86,0.9999999999999503,4.9886011444728856e-14,1.0,0.0,Female,White,No,35-49,"$75,000 - 150,000",Suburban,Yes,No,Maryland,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
87,6.14960207537098e-106,1.0,0.0,1.0,Female,White,No,50-64,"$75,000 - 150,000",Suburban,No,No,Illinois,Yes,Yes,Yes,Yes,News apps or websites,Democrat,No,Yes,Undergraduate degree,No,Yes
88,1.0,4.766366423515831e-16,1.0,0.0,Male,Black or African American,No,50-64,"$75,000 - 150,000",Rural,No,No,Mississippi,Yes,Yes,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
89,0.9999999999999716,2.4286707281285944e-14,1.0,0.0,Male,White,No,35-49,"> $150,000",Urban,Yes,Yes,Illinois,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,Yes,Yes
90,1.0,1.354158021860414e-296,1.0,0.0,Female,White,Yes,50-64,"$35,000 - 75,000",Rural,Yes,Yes,Washington,Yes,No,No,No,Radio or podcasts,Independent,No,Yes,High school or GED,Yes,Yes
91,1.0,1.1732675510128842e-128,1.0,0.0,Female,White,Yes,≥ 65,"< $35,000",Rural,No,No,Florida,Yes,No,No,Yes,TV (including cable),Democrat,No,Yes,"1 or more years of college credit, no degree",No,Yes
92,1.5040662829680664e-72,1.0,0.0,1.0,Male,White,No,50-64,"$75,000 - 150,000",Urban,Yes,No,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,No,Associate’s degree,No,Yes
93,5.4456214615997415e-30,1.0,0.0,1.0,Female,Self-define,Yes,50-64,"$35,000 - 75,000",Rural,No,No,Arizona,Yes,No,No,Yes,TV (including cable),Democrat,No,No,High school or GED,No,No
94,1.0,1.2925647751020346e-127,1.0,0.0,Male,White,Yes,25-34,"< $35,000",Urban,No,No,California,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,No,Yes
95,3.5088042164656766e-139,1.0,0.0,1.0,Male,White,Yes,18-24,"< $35,000",Urban,No,No,Washington,No,No,Yes,Yes,TV (including cable),Independent,No,Yes,High school or GED,No,No
96,1.0,4.718858389321586e-231,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Suburban,Yes,No,Alaska,No,No,No,Yes,TV (including cable),Independent,No,No,"1 or more years of college credit, no degree",No,Yes
97,1.7197953352790456e-238,1.0,0.0,1.0,Female,Black or African American,No,50-64,"< $35,000",Suburban,No,No,California,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
98,0.9999989116621311,1.0883378690114564e-06,1.0,0.0,Male,Prefer not to answer,Yes,18-24,"< $35,000",Rural,Yes,Yes,Texas,Yes,No,No,Yes,TV (including cable),Other,Yes,No,Undergraduate degree,No,No
99,1.0,3.277014994668844e-281,1.0,0.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,No,No,Arizona,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Associate’s degree,No,No
100,1.0,7.497487632114575e-175,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Urban,No,Yes,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Associate’s degree,No,Yes
101,1.0,4.968649044280288e-79,1.0,0.0,Male,White,Yes,≥ 65,"$75,000 - 150,000",Suburban,No,No,Pennsylvania,Yes,No,Yes,Yes,TV (including cable),Independent,No,Yes,Undergraduate degree,No,Yes
102,2.739597116463551e-18,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,No,No,Pennsylvania,Yes,Yes,No,Yes,TV (including cable),Other,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
103,1.7166400814335228e-48,1.0,0.0,1.0,Female,Self-define,Yes,50-64,"$35,000 - 75,000",Rural,No,No,Arizona,Yes,No,No,Yes,TV (including cable),Republican,No,No,High school or GED,No,Yes
104,5.907688116551028e-123,1.0,0.0,1.0,Male,White,No,≥ 65,"< $35,000",Urban,No,No,Pennsylvania,Yes,No,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
105,0.9907006712255697,0.009299328774429889,1.0,0.0,Male,White,Yes,50-64,"$35,000 - 75,000",Urban,Yes,No,Florida,Yes,Yes,No,Yes,Radio or podcasts,Democrat,No,Yes,Postgraduate degree,No,Yes
106,9.807766193284757e-122,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,No,No,Texas,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Some college credits,No,Yes
107,7.434089415892528e-83,1.0,0.0,1.0,Male,Self-define,Yes,35-49,"< $35,000",Urban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Independent,No,Yes,High school or GED,No,No
108,1.0,1.1009535882258508e-213,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Urban,No,No,Texas,Yes,No,No,Yes,News apps or websites,Democrat,No,No,Undergraduate degree,No,Yes
109,4.0579409133155697e-144,1.0,0.0,1.0,Female,Self-define,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,No,Texas,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,"NA (studying, retired, not in paid employment)",Some college credits,No,Yes
110,2.1849805269500073e-20,1.0,0.0,1.0,Male,Black or African American,Yes,50-64,"$35,000 - 75,000",Urban,Yes,No,Texas,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Postgraduate degree,No,Yes
111,1.3269008483868357e-39,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,Yes,No,Alabama,Yes,No,No,Yes,News apps or websites,Republican,No,No,Undergraduate degree,Yes,Yes
112,2.391102578744493e-66,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,Yes,No,Texas,Yes,Yes,Yes,Yes,"Print media (newspapers, journals)",Republican,No,"NA (studying, retired, not in paid employment)",Some college credits,No,Yes
113,2.6944804302249726e-34,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,Yes,Yes,Ohio,Yes,No,Yes,Yes,TV (including cable),Republican,Yes,No,Undergraduate degree,Yes,No
114,1.0,0.0,1.0,0.0,Female,Prefer not to answer,Yes,35-49,"$75,000 - 150,000",Suburban,Yes,No,Florida,Yes,No,Yes,Yes,TV (including cable),Democrat,No,Yes,Postgraduate degree,No,Yes
115,4.366097705895141e-40,1.0,0.0,1.0,Male,White,No,50-64,"> $150,000",Suburban,No,No,Alabama,No,No,No,No,TV (including cable),Republican,No,No,Undergraduate degree,No,No
116,1.0,1.602575966731474e-131,1.0,0.0,Male,White,Yes,≥ 65,"$35,000 - 75,000",Urban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Republican,Yes,Yes,"1 or more years of college credit, no degree",No,Yes
117,2.115980378547396e-181,1.0,0.0,1.0,Female,Asian/Asian American,No,25-34,"$75,000 - 150,000",Suburban,Yes,No,Minnesota,Yes,No,No,Yes,TV (including cable),Democrat,No,Yes,Associate’s degree,Yes,Yes
