,Value,Std err,t-test,p-value,Rob. Std err,Rob. t-test,Rob. p-value,CI_lower,CI_upper,WTP_mean,WTP_CI_lower,WTP_CI_upper
School_closures_2,0.139027158,0.040095614,3.467390631,0.000525538,0.043235413,3.215585281,0.001301788,0.060439754,0.217614562,-0.506844411,-0.795629551,-0.210125809
"School_closures_2_35,000 - 75,000",0.135437963,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0.135437963,0.135437963,-0.467539918,-0.467539918,-0.467539918
"School_closures_2_> 150,000",0,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0,0,,,
School_closures_3,-0.166762046,0.040637601,-4.103639058,4.07E-05,0.042490265,-3.924711829,8.68E-05,-0.246411744,-0.087112348,0.607956116,0.304714877,0.898775673
"School_closures_3_35,000 - 75,000",-0.170959238,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,-0.170959238,-0.170959238,0.590161478,0.590161478,0.590161478
"School_closures_3_> 150,000",0,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0,0,,,
School_closures_4,0.035325918,0.051310508,0.688473357,0.491154742,0.054501987,0.648158349,0.516882538,-0.065242678,0.135894514,-0.128785946,-0.495406566,0.241824076
"School_closures_4_35,000 - 75,000",0.015308973,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0.015308973,0.015308973,-0.052847487,-0.052847487,-0.052847487
"School_closures_4_> 150,000",0,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0,0,,,
School_closures_5,-0.327317806,0.051444088,-6.362593202,1.98E-10,0.053851822,-6.078119453,1.22E-09,-0.428148219,-0.226487393,1.193286283,0.791184515,1.570149117
"School_closures_5_35,000 - 75,000",-0.318509745,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,-0.318509745,-0.318509745,1.099514618,1.099514618,1.099514618
"School_closures_5_> 150,000",0,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0,0,,,
Transit_2,0.068846352,0.029167749,2.360358784,0.018257268,0.030010036,2.294110953,0.021784126,0.011677564,0.126015139,-0.250989728,-0.45910536,-0.03980617
"Transit_2_35,000 - 75,000",0.069364774,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0.069364774,0.069364774,-0.239451333,-0.239451333,-0.239451333
"Transit_2_> 150,000",0,0,1.7976931348623157e+308,0,0,1.7976931348623157e+308,0,0,0,,,
