,prob_0,prob_1,Class_0,Class_1,Gender,Race,Hispanic,Age,Income,Residence,Child,Assisted_Living,State,Vaccine,Chronic,Vulnerable_contact,Health_Insurance,News,Political,Self_employed,Remote,Education,Pregnant,Vehicle
11,1.0,3.008619937247288e-188,1.0,0.0,Male,White,,≥ 65,"< $35,000",Suburban,No,No,New York,Yes,Yes,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,No
12,1.0,1.2845405370990736e-54,1.0,0.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Arizona,Yes,No,No,Yes,TV (including cable),Republican,No,Yes,"1 or more years of college credit, no degree",No,Yes
13,0.9999999999999147,8.93481290009659e-14,1.0,0.0,Female,Black or African American,No,35-49,"< $35,000",Urban,Yes,Yes,Kentucky,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,No,"1 or more years of college credit, no degree",No,Yes
14,1.0,8.731392447560323e-110,1.0,0.0,Female,White,No,50-64,"< $35,000",Urban,No,No,Texas,Yes,No,No,No,TV (including cable),Democrat,No,Yes,Undergraduate degree,No,No
15,1.0,6.266348868011023e-240,1.0,0.0,Female,White,No,≥ 65,"$75,000 - 150,000",Suburban,No,No,Alabama,Yes,Yes,No,Yes,TV (including cable),Republican,No,No,Associate’s degree,No,Yes
16,1.0867407688421587e-15,0.9999999999999989,0.0,1.0,Female,Black or African American,No,50-64,"$35,000 - 75,000",Suburban,No,No,Georgia,No,No,No,Yes,TV (including cable),Democrat,No,No,Undergraduate degree,No,No
17,1.0,2.7750093316314088e-176,1.0,0.0,Female,White,No,50-64,"< $35,000",Suburban,No,No,Michigan,Yes,Yes,No,Yes,Radio or podcasts,Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
18,2.0863702940507304e-100,1.0,0.0,1.0,Female,White,No,25-34,"$35,000 - 75,000",Suburban,Yes,No,California,No,No,No,Yes,News apps or websites,Independent,No,No,"1 or more years of college credit, no degree",No,Yes
19,2.7484599121187737e-75,1.0,0.0,1.0,Female,White,No,≥ 65,"$75,000 - 150,000",Suburban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
20,1.6904429543536935e-100,1.0,0.0,1.0,Female,White,No,25-34,"< $35,000",Urban,No,No,Ohio,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,"1 or more years of college credit, no degree",No,No
21,1.0,7.227432109927519e-214,1.0,0.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Virginia,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
22,3.9564909861379685e-58,1.0,0.0,1.0,Male,Black or African American,No,35-49,"< $35,000",Urban,Yes,Yes,Georgia,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,Yes,No
23,1.0,0.0,1.0,0.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,Yes,,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,Yes,Postgraduate degree,No,Yes
24,1.0,3.6143427869003677e-178,1.0,0.0,Female,White,No,50-64,"$75,000 - 150,000",Rural,No,No,Arkansas,No,No,Yes,Yes,Do not read/listen/watch the news,Republican,Yes,Yes,Postgraduate degree,No,Yes
25,1.3998508894030645e-132,1.0,0.0,1.0,Female,White,No,35-49,"$35,000 - 75,000",Suburban,No,No,Alabama,Yes,No,No,Yes,TV (including cable),Democrat,Yes,Yes,Undergraduate degree,No,Yes
26,2.6872451328067084e-38,1.0,0.0,1.0,Female,White,No,25-34,"$35,000 - 75,000",Suburban,Yes,No,South Carolina,Yes,Yes,No,Yes,TV (including cable),Democrat,No,No,Undergraduate degree,No,Yes
27,1.0,3.5512598440441346e-15,1.0,0.0,Female,White,No,≥ 65,"> $150,000",Suburban,No,No,Florida,No,No,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
28,7.6893901938923425e-109,1.0,0.0,1.0,Female,Black or African American,No,18-24,"$75,000 - 150,000",Suburban,Yes,No,Virginia,Yes,No,No,Yes,TV (including cable),Independent,Yes,Yes,Postgraduate degree,No,Yes
29,8.963853934267752e-64,1.0,0.0,1.0,Male,White,No,25-34,"$35,000 - 75,000",Urban,No,No,Washington,No,No,No,Yes,TV (including cable),Republican,No,No,High school or GED,No,No
30,1.0,1.936867894807168e-167,1.0,0.0,Male,White,No,25-34,"$75,000 - 150,000",Suburban,Yes,No,Pennsylvania,No,No,No,Yes,TV (including cable),Republican,No,No,Associate’s degree,No,Yes
31,0.9998079216346651,0.00019207836533450604,1.0,0.0,Male,White,No,50-64,"$75,000 - 150,000",Urban,Yes,Yes,Florida,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,Yes,Yes
32,1.0,1.6310433037667535e-234,1.0,0.0,Male,White,No,50-64,"$75,000 - 150,000",Suburban,Yes,No,California,Yes,Yes,Yes,Yes,Other,Democrat,No,Yes,Postgraduate degree,No,Yes
33,2.7193100350948105e-53,1.0,0.0,1.0,Male,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,California,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
34,1.5707858552175845e-37,1.0,0.0,1.0,Male,White,Yes,50-64,"$75,000 - 150,000",Suburban,Yes,No,Florida,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,Yes,High school or GED,No,Yes
35,1.2144576799829345e-21,1.0,0.0,1.0,Male,American Indian or Native American or Alaskan Native,,18-24,"$75,000 - 150,000",Suburban,No,Yes,Utah,No,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,Yes,Yes,Undergraduate degree,No,No
36,1.0,4.3579168221295847e-148,1.0,0.0,Female,Black or African American,No,35-49,"< $35,000",Urban,No,No,South Carolina,Yes,No,No,Yes,TV (including cable),Independent,No,No,Some college credits,No,Yes
37,0.08441524401978552,0.9155847559802144,0.0,1.0,Male,White,No,≥ 65,"< $35,000",Suburban,No,No,California,Yes,No,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
38,1.5833275752621708e-36,1.0,0.0,1.0,Male,Black or African American,No,18-24,"< $35,000",Urban,No,No,Texas,No,No,No,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,No,High school or GED,No,No
39,1.0,7.161557583289146e-211,1.0,0.0,Female,White,No,≥ 65,"< $35,000",Suburban,No,No,Texas,Yes,No,No,Yes,Other,Republican,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
40,6.891403875355882e-123,1.0,0.0,1.0,Male,Black or African American,No,35-49,"< $35,000",Urban,No,No,Virginia,Yes,No,No,Yes,Do not read/listen/watch the news,Democrat,No,No,High school or GED,No,No
41,1.0,1.3464271341951494e-137,1.0,0.0,Female,White,No,50-64,"< $35,000",Suburban,Yes,No,Michigan,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,"NA (studying, retired, not in paid employment)",Some college credits,No,No
42,1.0,6.457344956550125e-168,1.0,0.0,Male,White,No,50-64,"< $35,000",Suburban,No,No,Oklahoma,Yes,No,No,Yes,TV (including cable),Independent,No,Yes,High school or GED,No,No
43,1.0,9.95327201059883e-211,1.0,0.0,Female,White,No,50-64,"< $35,000",Urban,No,No,Nebraska,Yes,No,No,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
44,2.251182777373065e-109,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Rural,No,No,New York,Yes,No,No,Yes,TV (including cable),Republican,No,Yes,Associate’s degree,No,Yes
45,1.0,1.4042967542850063e-65,1.0,0.0,Female,White,No,50-64,"< $35,000",Suburban,Yes,No,Texas,Yes,No,No,Yes,News apps or websites,Democrat,No,Yes,Undergraduate degree,No,Yes
46,1.0,2.7090560002391674e-30,1.0,0.0,Male,White,No,≥ 65,"$75,000 - 150,000",Rural,No,No,Minnesota,Yes,No,Yes,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
47,2.879125873980289e-114,1.0,0.0,1.0,Female,Black or African American,No,≥ 65,"< $35,000",Urban,No,No,Michigan,Yes,No,No,No,News apps or websites,Democrat,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
48,1.1870849056580684e-66,1.0,0.0,1.0,Male,Black or African American,No,50-64,"$35,000 - 75,000",Urban,No,No,Texas,Yes,No,No,Yes,TV (including cable),Democrat,No,Yes,Associate’s degree,No,Yes
49,1.0,1.7754150103581914e-66,1.0,0.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Suburban,No,No,Alabama,Yes,Yes,No,Yes,TV (including cable),Republican,No,Yes,"1 or more years of college credit, no degree",No,Yes
50,7.204984414795297e-48,1.0,0.0,1.0,Female,White,No,50-64,"$35,000 - 75,000",Rural,No,Yes,Virginia,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Associate’s degree,Yes,Yes
51,1.0,2.378283010945576e-183,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Rural,No,No,North Caroline,Yes,Yes,No,Yes,Do not read/listen/watch the news,Republican,No,No,"1 or more years of college credit, no degree",No,No
52,1.0,1.9305390398020973e-75,1.0,0.0,Male,White,No,≥ 65,"< $35,000",Suburban,No,No,Nevada,Yes,No,No,Yes,News apps or websites,Independent,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
53,6.214728572486193e-95,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Pennsylvania,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Postgraduate degree,No,Yes
54,6.643221104299128e-38,1.0,0.0,1.0,Female,"Black or African American,White",No,25-34,"< $35,000",Rural,No,No,Oregon,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,Some college credits,No,No
55,1.0,1.6322922611706915e-156,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,Louisiana,No,No,No,Yes,TV (including cable),Republican,No,No,Undergraduate degree,No,Yes
56,6.754395696360046e-59,1.0,0.0,1.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,No,Arkansas,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
57,1.0,3.998583709427218e-69,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Urban,No,No,South Dakota,No,No,No,Yes,TV (including cable),Republican,No,Yes,"1 or more years of college credit, no degree",No,Yes
58,9.931410682780784e-39,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Colorado,Yes,No,No,Yes,Other,Republican,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
59,1.8322489540586677e-152,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Connecticut,No,Yes,No,Yes,Do not read/listen/watch the news,Republican,No,"NA (studying, retired, not in paid employment)",High school or GED,No,No
60,1.0,3.2920235273432556e-20,1.0,0.0,Male,White,Yes,35-49,"> $150,000",Urban,No,No,South Carolina,Yes,Yes,Yes,Yes,"Print media (newspapers, journals)",Democrat,Yes,No,Undergraduate degree,No,No
61,1.0,6.5972060193340655e-80,1.0,0.0,Female,"Black or African American,White",Yes,25-34,"> $150,000",Urban,Yes,Yes,Colorado,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
62,1.0,5.5407726237090896e-80,1.0,0.0,Female,White,No,35-49,"$75,000 - 150,000",Urban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Republican,No,Yes,Undergraduate degree,No,No
63,1.0,3.097593242012565e-185,1.0,0.0,Male,White,No,35-49,"$35,000 - 75,000",Urban,No,No,Texas,No,Yes,Yes,No,Radio or podcasts,Independent,No,No,Undergraduate degree,No,Yes
64,2.3211801978758975e-50,1.0,0.0,1.0,Female,Black or African American,Yes,18-24,"$75,000 - 150,000",Urban,Yes,Yes,New York,Yes,No,Yes,Yes,"Print media (newspapers, journals)",Republican,Yes,No,Associate’s degree,Yes,Yes
65,1.0,2.549913646133754e-100,1.0,0.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,Yes,New Mexico,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
66,1.0,8.117002106476554e-131,1.0,0.0,Female,White,No,50-64,"$75,000 - 150,000",Urban,No,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,"1 or more years of college credit, no degree",No,Yes
67,1.6693036068017486e-55,1.0,0.0,1.0,Male,Self-define,Yes,35-49,"> $150,000",Urban,Yes,Yes,Washington,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,No
68,1.0,1.534210398e-314,1.0,0.0,Male,White,No,35-49,"$75,000 - 150,000",Urban,Yes,Yes,Missouri,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,High school or GED,No,Yes
69,1.0,9.295982968712274e-120,1.0,0.0,Female,Asian/Asian American,No,35-49,"$75,000 - 150,000",Suburban,No,No,Texas,Yes,No,No,Yes,TV (including cable),Republican,No,No,Undergraduate degree,No,Yes
70,0.9999999999999929,4.563063114543195e-15,1.0,0.0,Female,White,No,35-49,"$35,000 - 75,000",Rural,Yes,No,West Virginia,Yes,No,No,Yes,TV (including cable),Republican,No,Yes,Associate’s degree,No,Yes
71,0.9993797524242327,0.0006202475757677156,1.0,0.0,Female,White,No,35-49,"$75,000 - 150,000",Suburban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Democrat,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,Yes
72,1.410351006542779e-97,1.0,0.0,1.0,Male,"Asian/Asian American,White",No,≥ 65,"$75,000 - 150,000",Suburban,No,No,Colorado,No,No,No,No,Radio or podcasts,Democrat,No,Yes,High school or GED,Yes,No
73,1.0,2.518148040179461e-218,1.0,0.0,Male,Prefer not to answer,Yes,25-34,"$75,000 - 150,000",Urban,No,No,New York,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,Yes,Undergraduate degree,No,Yes
74,1.0,3.159077830561827e-25,1.0,0.0,Male,White,No,25-34,"> $150,000",Urban,Yes,No,Florida,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,No,No
75,1.0,3.865832503135882e-222,1.0,0.0,Male,Black or African American,Yes,18-24,"< $35,000",Urban,Yes,No,Indiana,Yes,Yes,Yes,No,"Print media (newspapers, journals)",Democrat,Yes,Yes,Some college credits,Yes,Yes
76,1.5108608630839022e-55,1.0,0.0,1.0,Female,White,No,50-64,"$75,000 - 150,000",Urban,No,No,Oklahoma,Yes,Yes,Yes,No,News apps or websites,Independent,No,No,"1 or more years of college credit, no degree",No,Yes
77,3.79446234105908e-95,1.0,0.0,1.0,Female,White,No,35-49,"< $35,000",Suburban,No,No,Indiana,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
78,9.015559903992162e-97,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Suburban,No,No,Texas,No,No,No,Yes,News apps or websites,Republican,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,No
79,1.0,8.548369988978768e-115,1.0,0.0,Male,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Colorado,Yes,Yes,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
80,3.017830506834153e-105,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Texas,Yes,No,Yes,Yes,Radio or podcasts,Republican,No,No,Undergraduate degree,No,Yes
81,1.625881545020431e-24,1.0,0.0,1.0,Male,White,No,50-64,"< $35,000",Rural,No,No,Missouri,No,No,No,Yes,"Print media (newspapers, journals)",Republican,No,No,High school or GED,No,Yes
82,0.9999999259529267,7.404707425470963e-08,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,Nevada,Yes,No,No,No,TV (including cable),Republican,Yes,Yes,High school or GED,No,Yes
83,2.3425069515410977e-90,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Suburban,No,No,Texas,No,Yes,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
84,1.0105344410732074e-70,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Suburban,No,No,Georgia,No,No,No,No,TV (including cable),Republican,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
85,3.9791845535804827e-82,1.0,0.0,1.0,Female,White,No,50-64,"< $35,000",Rural,No,No,Virginia,No,Yes,No,Yes,Do not read/listen/watch the news,Republican,No,No,High school or GED,No,Yes
86,2.6814462402080108e-93,1.0,0.0,1.0,Male,White,No,35-49,"$35,000 - 75,000",Urban,No,No,Texas,Yes,Prefer not to answer,Yes,Yes,TV (including cable),Independent,No,No,Associate’s degree,No,Yes
87,1.0,6.097827096389686e-43,1.0,0.0,Female,White,No,35-49,"$75,000 - 150,000",Suburban,Yes,No,Maryland,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
88,1.06340277350542e-83,1.0,0.0,1.0,Female,White,No,50-64,"$75,000 - 150,000",Suburban,No,No,Illinois,Yes,Yes,Yes,Yes,News apps or websites,Democrat,No,Yes,Undergraduate degree,No,Yes
89,1.0,2.3030081347911045e-17,1.0,0.0,Male,Black or African American,No,50-64,"$75,000 - 150,000",Rural,No,No,Mississippi,Yes,Yes,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
90,9.670085677511662e-14,0.9999999999999032,0.0,1.0,Male,White,No,35-49,"> $150,000",Urban,Yes,Yes,Illinois,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,Yes,Yes
91,1.0,8.25800556961222e-246,1.0,0.0,Female,White,Yes,50-64,"$35,000 - 75,000",Rural,Yes,Yes,Washington,Yes,No,No,No,Radio or podcasts,Independent,No,Yes,High school or GED,Yes,Yes
92,1.0,1.4613432649601026e-96,1.0,0.0,Female,White,Yes,≥ 65,"< $35,000",Rural,No,No,Florida,Yes,No,No,Yes,TV (including cable),Democrat,No,Yes,"1 or more years of college credit, no degree",No,Yes
93,9.324358366333817e-41,1.0,0.0,1.0,Male,White,No,50-64,"$75,000 - 150,000",Urban,Yes,No,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,No,Associate’s degree,No,Yes
94,1.0,3.849313327542935e-41,1.0,0.0,Female,Self-define,Yes,50-64,"$35,000 - 75,000",Rural,No,No,Arizona,Yes,No,No,Yes,TV (including cable),Democrat,No,No,High school or GED,No,No
95,1.0,6.71957707768553e-157,1.0,0.0,Male,White,Yes,25-34,"< $35,000",Urban,No,No,California,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,No,Yes
96,4.3186342494997747e-47,1.0,0.0,1.0,Male,White,Yes,18-24,"< $35,000",Urban,No,No,Washington,No,No,Yes,Yes,TV (including cable),Independent,No,Yes,High school or GED,No,No
97,1.0,1.7431559879177186e-174,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Suburban,Yes,No,Alaska,No,No,No,Yes,TV (including cable),Independent,No,No,"1 or more years of college credit, no degree",No,Yes
98,8.013219878265718e-135,1.0,0.0,1.0,Female,Black or African American,No,50-64,"< $35,000",Suburban,No,No,California,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
99,6.770596584823757e-26,1.0,0.0,1.0,Male,Prefer not to answer,Yes,18-24,"< $35,000",Rural,Yes,Yes,Texas,Yes,No,No,Yes,TV (including cable),Other,Yes,No,Undergraduate degree,No,No
100,1.0,8.05175254529483e-245,1.0,0.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,No,No,Arizona,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Associate’s degree,No,No
101,1.0,7.568244528909658e-132,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Urban,No,Yes,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Associate’s degree,No,Yes
102,1.0,1.4830369280268064e-55,1.0,0.0,Male,White,Yes,≥ 65,"$75,000 - 150,000",Suburban,No,No,Pennsylvania,Yes,No,Yes,Yes,TV (including cable),Independent,No,Yes,Undergraduate degree,No,Yes
103,3.0045618624183673e-05,0.9999699543813758,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,No,No,Pennsylvania,Yes,Yes,No,Yes,TV (including cable),Other,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
104,1.7175970176174002e-78,1.0,0.0,1.0,Female,Self-define,Yes,50-64,"$35,000 - 75,000",Rural,No,No,Arizona,Yes,No,No,Yes,TV (including cable),Republican,No,No,High school or GED,No,Yes
105,1.226901042423969e-38,1.0,0.0,1.0,Male,White,No,≥ 65,"< $35,000",Urban,No,No,Pennsylvania,Yes,No,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
106,9.269619471131043e-21,1.0,0.0,1.0,Male,White,Yes,50-64,"$35,000 - 75,000",Urban,Yes,No,Florida,Yes,Yes,No,Yes,Radio or podcasts,Democrat,No,Yes,Postgraduate degree,No,Yes
107,3.590932056280091e-71,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,No,No,Texas,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Some college credits,No,Yes
108,6.4148991260848165e-90,1.0,0.0,1.0,Male,Self-define,Yes,35-49,"< $35,000",Urban,No,No,Florida,Yes,No,No,Yes,News apps or websites,Independent,No,Yes,High school or GED,No,No
109,1.0,4.519880649170478e-168,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Urban,No,No,Texas,Yes,No,No,Yes,News apps or websites,Democrat,No,No,Undergraduate degree,No,Yes
110,7.276955808951475e-62,1.0,0.0,1.0,Female,Self-define,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,No,Texas,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,"NA (studying, retired, not in paid employment)",Some college credits,No,Yes
111,3.830052520610988e-68,1.0,0.0,1.0,Male,Black or African American,Yes,50-64,"$35,000 - 75,000",Urban,Yes,No,Texas,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Postgraduate degree,No,Yes
112,5.502226098474546e-29,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,Yes,No,Alabama,Yes,No,No,Yes,News apps or websites,Republican,No,No,Undergraduate degree,Yes,Yes
113,1.0,1.8461642293802005e-20,1.0,0.0,Female,White,Yes,50-64,"< $35,000",Urban,Yes,No,Texas,Yes,Yes,Yes,Yes,"Print media (newspapers, journals)",Republican,No,"NA (studying, retired, not in paid employment)",Some college credits,No,Yes
114,4.947383712400738e-90,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,Yes,Yes,Ohio,Yes,No,Yes,Yes,TV (including cable),Republican,Yes,No,Undergraduate degree,Yes,No
115,1.0,9.656146207e-314,1.0,0.0,Female,Prefer not to answer,Yes,35-49,"$75,000 - 150,000",Suburban,Yes,No,Florida,Yes,No,Yes,Yes,TV (including cable),Democrat,No,Yes,Postgraduate degree,No,Yes
116,0.030599347877903773,0.9694006521220963,0.0,1.0,Male,White,No,50-64,"> $150,000",Suburban,No,No,Alabama,No,No,No,No,TV (including cable),Republican,No,No,Undergraduate degree,No,No
